character	reading	class	reference	encoding	usage
毛	mau				Cà Mau
𣭻	mau				mau chóng
𧖱	máu				lai máu, máu mủ
𦭷	màu				màu sắc, hình màu
矛	mâu				mâu thuẫn
牟	mâu				Thích Ca Mâu Ni
眸	mâu				mâu tử
𥭏	mấu				mấu chốt
侔	mầu				mầu nhiệm
𦭷	mầu				hoa mầu
母	mẫu				phụ mẫu, mẫu thân, vận mẫu, bảo mẫu, Đạo Mẫu, mẫu hậu
牡	mẫu				mẫu đơn
㑄	mẫu				gương mẫu, mẫu mã, mẫu mực, mẫu vật, người mẫu, kiểu mẫu
畝	mẫu				mẫu ruộng, mẫu Anh
𠇩	mẩu				mẩu bánh mì, hai mẩu tin
戊	mậu				Mậu Thân
茂	mậu				mậu tài
貿	mậu				mậu dịch
𠶣	may				may mắn, gió heo may, mảy may
𦁼	may				may vá, may áo
𢵯	máy				máy mắt, máy tay
𣛠	máy				bút máy, xe máy, máy móc
𠋥	mày				mày tao
𣮮	mày				lông mày, mày râu
𥻡	mày				mày ngô, mày vết thương
𩄲	mây				gió mây, mây đen
𫂗	mây				hàng mây tre đan
𠇍	mấy				mấy thuở, có mấy người
𠋥	mầy				
𡮳	mảy				mảy may, một mảy
𣎊	mẩy				hạt mẩy, mẩy da mẩy thịt
𨊋	mẩy				mình mẩy
楣	me				cây me
𠩕	mé				xếch mé, bên mé trái
𩹪	mè				cá mè
𫃎	mè				dầu mè, muối mè
𭩽	mè				rui mè
迷	mê				hôn mê, mê tín, mê cung, mê hoặc, đam mê, mê mẩn
麊	mê				Mê Linh
瑪	mẽ				khoe mẽ, mạnh mẽ, mùi mẽ
米	mễ				lễ mễ
米	mễ				Mễ Tây Cơ
𠝫	mẻ				sứt mẻ, bát mẻ
渼	mẻ				một mẻ hốt gọn, mát mẻ, mới mẻ
𥻙	mẻ				cơm mẻ
媄	mẹ				mẹ con, cha mẹ, tiếng mẹ đẻ
𠼽	méc				
𥊋	mếch				mếch lòng
𠹰	mém				móm mém
𢠧	mèm				say mèm, cũ mèm
繌	mềm				phần mềm
䟨	men				men theo
衊	men				men mét
𥾃	men				men rượu
鏝	mèn				chuông mèn, cà-mèn
𧓭	mèn				dế mèn
𢗔	mến				yêu mến
綿	mền				cái mền, chăn mền, mền bông
溟	mênh				mênh mông
命	mệnh				sứ mệnh, mệnh lệnh, mệnh danh, số mệnh
渵	meo				mốc meo, lên meo, meo meo
𠰭	méo				bóp méo, méo mó
貓	mèo				con mèo, mèo già hoá cáo
卯	mẻo				mỏng mẻo
𮘃	mẹo				mưu mẹo
𠵐	mép				lẻo mép
瀎	met				kí(ki)-lô-mét
衊	mét				tái mét
𥬎	mẹt				cái mẹt, mặt mẹt
𤻻	mệt				mệt mỏi
𠴕	mếu				mếu mếu, mếu máo
眉	mi				lông mi
𠋥	mi				
𥈢	mí				mí mắt
味	mì				mì chính
媚	mì				nhu mì
麪	mì				bánh mì, mì ăn liền
美	mĩ				hoàn mĩ, hoa mĩ, tuyệt mĩ, mĩ mãn
美	mỉ				tỉ mỉ
寐	mị				mộng mị
媚	mị				tấm vải mị mặt
媚	mị				mị dân, mị nương
魅	mị				si mị võng lượng
𣖙	mía				cây mía, gióng mía
𠸍	mỉa				mỉa mai
覓	mích				xích mích
覓	mịch				mịch phỏng
寞	mịch				tịch mịch, tĩnh mịch, mịch mịch
謐	mịch				tĩnh mịch
眠	miên				thôi miên
綿	miên				triền miên, liên miên, miên man
麪	miến				lúa miến
緬	miến				Miến Điện
沔	miền				vùng miền, tên miền
免	miễn				miễn được đồng tiền tốt
免	miễn				miễn phí, miễn thuế, miễn tội, miễn trừ
勉	miễn				miễn cưỡng
冕	miện				mũ miện
𠰳	miếng				miếng ăn, vàng miếng
𠰘	miệng				mồm miệng, súc miệng
篾	miết				mải miết
蔑	miệt				miệt thị, khinh miệt
蔑	miệt				miệt mài
描	miêu				miêu tả
廟	miếu				văn miếu, đền miếu, tông miếu, miếu mạo
媌	miều				mĩ miều
廟	miễu				ngôi miễu, cái miễu
𠲶	mím				múm mím
𠻦	mím				mím môi
俛	mĩm				mĩm môi
𠲶	mỉm				mỉm cười
㒙	min				cướp sống chồng min đi rồi
姄	mìn				mẹ mìn, mìn mịn
䂥	mìn				rải mìn, quét mìn
絻	mịn				mịn màng
明	minh				thông minh, thanh minh, minh mẫn
冥	minh				u minh
盟	minh				minh thệ
螟	minh				minh linh
𨉟	mình				tự mình, thân mình
㕨	míp				múp míp
櫗	mít				cây mít, kín mít, mít đặc, tịt mít
𩆪	mịt				mù mịt
喵	miu				
廟	míu				mắc míu
𧄲	mo				mo nang, mặt mo, mo cau, thầy mo
𢺀	mó				méo mó
𧉦	mò				ổ gà có mò
摸	mò				lần mò
𤑮	mò				mò hóng
無	mô				Nam Mô A Di Đà Phật
塻	mô				mấp mô, mô đất
模	mô				quy mô, mô phỏng, mô thức, mô tả, mô phạm, mô-típ
麽	mô				đi mô
謨	mô				mưu mô
𫂋	mõ				đánh mõ, cái mõ, mõ tre
𫮲	mố				mố cầu, mố phà
墓	mồ				nấm mồ
蒲	mồ				mồ hôi, mồ côi, mồ hóng
𡎡	mỏ				thợ mỏ
㖼	mỏ				thú mỏ vịt
𡮘	mỏ				trẻ mỏ
𢠩	mơ				giấc mơ, mơ màng, sáng tinh mơ
𣙪	mơ				mơ tây, trái mơ
𠝺	mổ				ca mổ
𧜗	mớ				mắc mớ, một mớ việc, trăm nghìn vạn mớ để vào đâu
𧪨	mớ				ngủ mớ, nói mớ
𥊚	mờ				trăng mờ, mờ ám
𦝺	mỡ				thịt mỡ, mỡ màng
募	mộ				chiêu mộ
墓	mộ				lăng mộ, mộ liệt sĩ
慕	mộ				hâm mộ
𢲫	mở				mở cửa, mở đầu, mở ra, mở hội
𫲎	mợ				cậu mợ
𢪮	móc				móc câu, móc vào, moi móc
莯	móc				cây móc
雬	móc				mưa móc, hạt móc
𡉿	mốc				cột mốc, mốc giới, cắm mốc
霂	mốc				ẩm mốc, mốc meo, lên mốc
𦙣	mọc				bún mọc
𠚐	mọc				mọc lên, trăng mọc, mời mọc
木	mộc				mộc nhĩ, mộc bản, mộc tê, khô mộc, mặt mộc, mộc mạc
沐	mộc				mộc dục
挴	moi				moi móc
𢪛	mói				soi mói, mang mói đi cấy
𩸳	mòi				cá mòi
𪝅	mòi				coi mòi, mặn mòi, chòi mòi
莓	môi				ô môi
媒	môi				môi trường, môi giới, bà môi
楳	môi				cái môi
腜	môi				đôi môi, múa môi, môi hở răng lạnh
蛽	mối				con mối, tổ mối
䋦	mối				mối dây, mối tình, mối chỉ, mối hàng, mối manh, làm mối
䗋	mối				cá mối, rắn mối
烸	mồi				mồi lửa
瑁	mồi				đồi mồi
𩝇	mồi				mồi chài
每	mỗi				mỗi một, mỗi khi
痗	mỏi				mệt mỏi, mỏi mòn
𪬶	mỏi				mong mỏi
𤞦	mọi				người mọi, mọi rợ
𤗆	mọi				mọi người, mọi vật
㵋	mới				năm mới, mới mẻ
𫬱	mời				mời khách, mời thuốc, mời mọc
𠻦	móm				móm mém
𡂅	mõm				mõm chó, mõm ngựa, chín mõm
𠵘	mồm				mồm miệng, trai lệch mồm
𡼇	mỏm				mỏm núi, mỏm đất, mỏm đồi
𣼺	mớm				bú mớm, mớm sữa
𬦢󠄁	mon				mon men
𦁺	món				món ăn, món đồ
𤷱	mòn				mòn vẹt, mỏi mòn
門	môn				bộ môn, chuyên môn, môn đồ
菛	môn				khoai môn
蔓	mơn				mơn mởn
𢺳	mơn				mơn con, mơn trớn
𨳒	mọn				lẽ mọn
蔓	mởn				mơn mởn, ruộng rau xanh mởn
懞	mong				mong muốn, mong mỏi
𤘁	mong				mong mỏng
𤔻	móng				móng vuốt
恾	mòng				mơ mòng
夢	mòng				chốc mòng
蠓	mòng				muỗi mòng
䴌	mòng				chim mòng, mòng két
𭲿	mòng				mòng mọng
蒙	mông				mông cổ
霂	mông				mông mốc
濛	mông				mênh mông
䑅	mông				mông đít
朦	mông				mông lung
𥣛	mống				mầm mống, mống cụt
孟	mồng				ngày mồng, mồng mười, mồng một
冡	mồng				mồng gà
𤘁	mỏng				mỏng dính
𭲿	mọng				căng mọng, mọng nước, chín mọng
夢	mộng				mộng tưởng, mộng du, ảo mộng, ác mộng, vỡ mộng
𤛔	mộng				trâu mộng
𬄺	mộng				ghép mộng, thóc đã mọc mộng, mắt đau có mộng
漞	móp				móp mép, móp vào
䏜	mọp				quỳ mọp xuống
𧦟	mớp				mắc mớp
㩢	mót				lượm mót, mót nhặt, mót lúa, mót đái
𠬠	mốt				
𣋻	mốt				ngày mốt, mai mốt
蠛	mọt				con mọt, sâu mọt
𠬠	một				một cái, một chiếc, một ít
沒	một				mai một
蔑	một				Thủ Dầu Một
𤪶	mu				mu rùa, xương mu
𩹮	mú				cá mú
霧	mù				sương mù, đui mù, mù chữ, mù loà, mù quáng
𢃱	mũ				đội mũ
湈	mủ				máu mủ, cương mủ
姥	mụ				bà mụ
𧷸	mua				mua bán, mua hàng
𢱖	múa				khoa tay múa chân
𬁒	mùa				mùa thu, mùa màng
𩄎	mưa				mưa gió, giọt mưa, mưa dầm, mây mưa
傌	mứa				bỏ mứa, thừa mứa
嗎	mửa				nôn mửa, ói mửa
𢪷	múc				múc nước, múc cháo
六	mục				mục
目	mục				đề mục, mục tiêu, mục kích, mục sở thị
牧	mục				mục súc, mục đồng, du mục, linh mục
睦	mục				hoà mục
𭬙	mục				mục nát
𣞪	mức				mức độ, mức sống, cây mức
墨	mực				mực đen, cá mực, mực tàu, dây mực, chuẩn mực, một mực
腜	mui				
𥯍	mui				mui thuyền, che mui lên
脢	múi				múi bưởi, múi cam
未	mùi				giờ Mùi, Ất Mùi
苿	mùi				mùi vị, mùi hôi, mùi thơm, rau mùi
𪖫	mũi				mũi dao, tiêm mũi, mũi thuyền, mũi Hảo Vọng
𢙽	mủi				mủi lòng
䏎	mum				mum múp
𠵘	múm				múm mím
𦟣	mũm				mũm mĩm
𠵘	mủm				mủm mỉm
椚	mun				gỗ mun
悶	mún				manh mún
𡍜	mùn				mùn cưa, mùn vẩn, mùn rác
𫃐	mủn				mủn ra, tủn mủn
𤺯	mụn				mụn nhọt
孟	mùng				
冡	mùng				
幪	mùng				mùng màn
𥶃	mủng				thúng mủng
𤶼	mưng				mưng mủ, nhọt mưng
𢜠	mừng				vui mừng, chúc mừng, mừng tuổi
𬄪	muôi				một muôi canh
𪉥	muối				cơm muối
𤇿	muồi				chín muồi, ngủ muồi
𧋟	muỗi				con muỗi
妹	muội				sư muội, hiền muội
昧	muội				mê muội, ám muội, ngu muội
𱑕	mươi				hai mươi tư
𱑕	mười				số mười, mười hai, mười phần
梚	muỗm				cây muỗm
𨮵	muỗm				
𮔔	muỗm				con muỗm
𨷈	muôn				muôn vàn, muôn năm, muôn đời
㦖	muốn				mong muốn, ham muốn
晚	muộn				thu muộn, muộn màng
悶	muộn				sầu muộn, phiền muộn
僈	mướn				cho mướn, thuê mướn, làm mướn
摱	mượn				vay mượn, mượn tiền
獴	muông				chim muông, muông thú
𦬺	muống				rau muống
𨮵	muỗng				cái muỗng
汒	mương				mương nước, mương rãnh, mương máng
𠉋	mường				người Mường
𦲾	mướp				giàn mướp
𠇱	muốt				trắng muốt
滵	mướt				mướt mát, mướt rượt, mướt mồ hôi
沫	mượt				mượt mà, óng mượt, tóc mượt, xanh mượt
䏎	múp				múp míp
𡃙	mút				mút kẹo, mút mùa
莈	mụt				mụt nhọt, mụt ruồi, mụt măng
蜜	mứt				bánh mứt, mứt dâu
牟	mưu				mưu lợi
謀	mưu				mưu trí, âm mưu, mưu lược, mưu sát
那	na				nôm na, na theo lắm thứ linh tinh
挪	na				Na Uy
𦰡	na				quả na
哪	ná				nấn ná
𫸶	ná				cái ná, bắn ná
㑚	nà				nõn nà
拿	nã				nã pháo vào đồn địch
拿	nã				truy nã, công an nã kẻ gian
𥭵	nả				của nả
嗱	nả				bao nả, nong nả, phải không nả?
𠌧	nạ				mặt nạ
𫱗	nạ				nạ dòng
渃	nác				núc nác
㘃	nấc				nấc cụt
𮥛	nấc				nấc thang, nâng lên một nấc
匿	nắc				nắc nẻ
䑈	nạc				nục nạc
匿	nặc				nặc danh
喏	nặc				nồng nặc
腋	nách				cù vào nách
抳	nai				nai nịt
狔	nai				hươu nai
埿	nai				nai rượu
二	nái				nái
𤜠	nái				lợn nái
𧈣	nái				sâu nái
𥾋	nái				lụa nái, quần nái
奈	nài				ép nài, nài ngựa, nài nỉ, kêu nài
㭁	nải				tay nải, nải chuối, trễ nải
奈	nại				cầu Nại Hà
耐	nại				nhẫn nại
𭝎	nại				chẳng nại gian lao
男	nam				nam nữ, nam sinh
南	nam				phương nam, đông nam
𠄼	năm				năm mươi, kế hoạch năm năm
𢆥	năm				năm mới, năm tháng
菍	nấm				nấm hương, nấm rơm
𡎜	nấm				nấm mồ
汭	nầm				nầm nập
捻	nắm				nắm giữ, nắm tay, nắm chắc, nắm than
㑲	nằm				nằm ngủ, ăn nằm
捻	nạm				nạm gạo
腩	nạm				phở nạm
錜	nạm				nạm vàng
難	nan				gian nan, nguy nan
𥸁	nan				nan tre
儺	nán				nán lại, ngồi nán thêm
難	nàn				phàn nàn, nghèo nàn
𡅧	năn				ăn năn, năn nỉ
𮐝	năn				
赧	nấn				nấn ná
嫨	nần				nợ nần
𠼶	nắn				uốn nắn
𡅧	nằn				nằn nì
𢥪	nản				chán nản
難	nạn				tị nạn, khốn nạn, tai nạn, nạn nhân
攤	nặn				nặn tượng
榔	nang				cây nang
囊	nang				cẩm nang
娘	nàng				nàng tiên, nàng dâu
㨢	nâng				nâng lên, tay nâng ngang mày
能	năng				năng động, năng khiếu, khả năng
𠹌	năng				siêng năng, năng nhặt chặt bị
𮐝	năng				cỏ năng, củ năng
饢	nấng				nuôi nấng
𣌝	nắng				tắm nắng
㑷	nằng				nằng nặc
㶞	nẵng				Đà Nẵng
𣡤	nạng				chống nạng, nạng tay nạng chân
𥘀	nặng				nặng nhọc, nặng lòng, dấu nặng
𤘓	nanh				nanh vuốt, nanh sấu, nanh nọc
𧰗	nành				đậu nành
𱜢	nao				nơi nao
㝹	nao				nao núng, nôn nao
鬧	náo				náo động, náo nhiệt, náo nức
𱜢	nào				thế nào, ngày nào, đi nào
惱	não				khổ não, não lòng, não nùng, ảo não
瑙	não				mã não
腦	não				động não, đại não, tẩy não, long não
鐃	nạo				nạo bạt, cây nạo cầm rất chắc tay, nạo đu đủ
𩄵	nấp				ẩn nấp
蒳	nắp				nắp vung, ngăn nắp
十	nạp				nạp
納	nạp				dung nạp, tiếp nạp, quy nạp, thu nạp
汭	nập				tấp nập
捏	nát				mục nát, nát tan, nát bét, dốt nát
㖏	nạt				nạt nộ, bắt nạt
蓐	náu				ẩn náu
𣘽	nâu				củ nâu, màu nâu
𤍇	nấu				nấu chín
𤊲	nẫu				chín nẫu, nẫu nực, nẫu nà
𢟹	nẫu				
耨	nậu				đầu nậu, áo nậu
𫢩	nay				hiện nay, hôm nay
𢖱	náy				áy náy
尼	này				tuần này, này đây
𣅅	nãy				ban nãy, lúc nãy, khi nãy
乃	nấy				ai nấy
尼	nầy				
䄧	nảy				nảy sinh, giãy nảy
䄧	nẩy				
迡	né				ké né
儞	né				né mình, né tránh
呢	nè				nói nghe nè
柅	nê				cây nê
𩚯	nê				no nê, Tiền còn nê, không ngại, lấy nê
怩	nề				nề hà, không nề gian lao
𡋂	nề				nề nếp
胒	nề				phù nề, mặt nề
𪿗	nề				thợ nề, nề tường, nặng nề
𦕗	nẻ				nứt nẻ
𢘝	nể				kiêng nể, kính nể
泥	nệ				câu nệ
泥	nệ				khệ nệ
逽	nếch				
㨥	nem				nem nép
揇	ném				ném bom
𣑻	nêm				đóng nêm, nêm chốt, chặt như nêm
𨡯	nêm				nêm canh, mắm nêm
𫫞	nếm				nếm trải, nằm gai nếm mật
𧛋	nệm				nằm nệm, nệm hơi
𦮴	nén				củ nén, nén vàng, nén hương
搌	nén				dồn nén
𨫀	nén				một nén
𢧚	nên				làm nên, cho nên, ăn nên làm ra
𪰟	nến				cây nến, đèn nến, giấy nến
𡋂	nền				nền nhà, nền đất, nhạc nền
𢬧	nện				nện đất, nện vải, nện chặt, nện cho một cái
儜	nênh				
釖	neo				mỏ neo, neo đậu, thả neo
𱒡	nèo				kèo nèo
𡑩	nẻo				cửa nẻo, nẻo đường, nẻo xa, mỗi người một nẻo
㨥	nép				khép nép, nép xuống
䌰	nếp				nền nếp, nếp sống, nếp nhà, nếp áo
𬗂	nếp				ăn nếp, gạo nếp, nếp cái, rượu nếp, nếp tẻ, lúa nếp
涅	nét				nét bút, đường nét, nét mặt, xét nét
𢟗	nết				nết na, trắc nết, tính nết
𠹑	nẹt				đe nẹt
𪲍	nêu				cây nêu, nêu cao
裊	nếu				nếu mà, nếu thì
俄	nga				Liên bang Nga
莪	nga				cỏ nga
哦	nga				ngâm nga
峨	nga				nguy nga
娥	nga				tiên nga, Hằng Nga
鵝	nga				thiên nga
玡	ngà				ngọc ngà, tháp ngà, Bờ Biển Ngà
我	ngã				bản ngã
𨁟	ngã				ngã xuống, ngã ngửa, ngã tư, dấu ngã
㧴	ngả				ngả nghiêng
愕	ngác				ngơ ngác
鱳	ngác				cá ngác
𥔲	ngắc				ngắc ngoải, ngắc ngứ, ngúc ngắc
㗁	ngạc				ngạc họng
愕	ngạc				ngạc nhiên, kinh ngạc
腭	ngạc				ngạc hoá
鱷	ngạc				kình ngạc
𡿃	ngách				ngóc ngách, ngõ ngách
額	ngạch				ngoại ngạch, kim ngạch, ngạch bậc
皚	ngai				ngai vàng
𠊎	ngái				người Ngái
𧍋	ngài				con ngài
懝	ngài				ngài ngại
𫣅	ngài				các ngài
義	ngãi				Quảng Ngãi, tham vàng bỏ ngãi
艾	ngải				ngải cứu, châm ngải
懝	ngại				e ngại, ngại ngùng, lo ngại
礙	ngại				trở ngại, chướng ngại
儑	ngam				ngam ngám
儑	ngám				ngam ngám
吟	ngâm				ngâm nga, ngâm thơ, ngâm vịnh
汵	ngâm				cà ngâm mắm, ngâm tôm
黔	ngăm				ngăm ngăm đen
澿	ngấm				ngấm nước
汲	ngầm				ngầm ngập
砛	ngầm				tàu ngầm, ngấm ngầm
𥋴	ngắm				ngắm vuốt
𡄎	ngẫm				ngẫm nghĩ, nghiền ngẫm
儼	ngẩm				tâm ngẩm, ngán ngẩm
唅	ngậm				ngậm ngùi, ngậm đòng
𩜽	ngan				ngan ngán
𪃛	ngan				ngan ngỗng
𩜽	ngán				ngao ngán, chán ngán, ngán ngẩm
嵃	ngàn				núi ngàn, vượt suối băng ngàn
𠦳	ngàn				
銀	ngân				ngân nga
銀	ngân				ngân hàng, ngân lượng, thuỷ ngân, ngân khố
拫	ngăn				ngăn chặn, ngăn ngừa
𠦯	ngăn				ngăn ngắn
痕	ngấn				vết ngấn, ngấn nước
垠	ngần				vô ngần, tần ngần
銀	ngần				trắng ngần
𠦯	ngắn				ngắn dài, ngắn ngủi, bài viết ngắn, thời gian ngắn
慬	ngẩn				ngơ ngẩn
岸	ngạn				hữu ngạn, tả ngạn
諺	ngạn				ngạn ngữ
卬	ngang				sang ngang, thanh ngang
昂	ngang				ngang tàng, ngang nhiên, hiên ngang
𠵫	ngàng				ngỡ ngàng
昂	ngãng				nghễnh ngãng
仰	ngẩng				ngẩng đầu, ngẩng lên
肯	ngẳng				ngẳng nghiu
梗	ngành				ngọn ngành, ngành công nghiệp, cùng ngành
硬	ngạnh				cương ngạnh
樈	ngạnh				ương ngạnh, tên có ngạnh, ngạnh cá trê
𩺿	ngạnh				cá ngạnh
遨	ngao				ngao du
嗷	ngao				nghêu ngao, hát ngao
獒	ngao				chó ngao
螯	ngao				con ngao
獓	ngáo				con ngáo, ngáo ộp, ngổ ngáo, ngáo đá
𢳆	ngào				ngào đường, ngào trộn, ngạt ngào, ngọt ngào
傲	ngạo				ngạo mạn, ngạo nghễ, ngạo ngược
哈	ngáp				ngáp dài
𥄫	ngấp				
汲	ngập				nguy ngập, tràn ngập, ngập đầu, ngập ngừng
𬳜	ngát				bát ngát, thơm ngát, ngát hương, ngút ngát
𡴯	ngất				ngất trời
𤴥	ngất				ngây ngất, ngất lịm
𠖯	ngắt				tím ngắt, lạnh ngắt
𢪰	ngắt				ngắt lời, ngắt bông hoa
𠿸	ngạt				ngột ngạt, ngạt ngào
扢	ngặt				nghiêm ngặt
噑	ngau				ngau ngáu
噑	ngáu				ngau ngáu
噑	ngâu				ngâu ngấu
噑	ngấu				ngâu ngấu
𣿃	ngấu				mắm ngấu, ngấu nghiến
五	ngầu				xí-ngầu
湡	ngầu				đục ngầu, trông rất ngầu
偶	ngẫu				phối ngẫu
𠿄	ngậu				ngậu xị
𠵨	ngay				ngay ngáy
𬆄	ngay				ngay thẳng, ngay thật, mua ngay
𠵨	ngáy				ngay ngáy, ngáy pho pho
